"","Counts","Word","cDis"
"946",5,"#boob",4.26751071846172
"947",88,"#book",88
"948",14,"#bookaday",14
"949",31,"#boom",31
"950",5,"#boomer",4.26751071846172
"951",5,"#boosi",4.26751071846172
"952",5,"#boosietaughtm",4.26751071846172
"953",7,"#bootcamp",7
"954",5,"#bootcamp6",4.26751071846172
"955",10,"#border",10
"956",51,"#bore",51
"957",19,"#boss",19
"958",244,"#boston",244
"959",8,"#bostoncelt",8
"960",32,"#bostonmarathon",32
"961",6,"#bostonontherun",6
"962",6,"#bottomlesscup",6
"963",11,"#boulder",11
"964",7,"#bouncethatass",7
"965",10,"#bourbon",10
"966",7,"#bourbonchas",7
"967",6,"#bow",6
"968",7,"#bowl",7
"969",40,"#box",40
"970",8,"#boy",8
"971",6,"#boyarian",6
"972",9,"#boycott",9
"973",7,"#boycottrush",7
"974",274,"#boyfriend",274
"975",7,"#boyfriend10day",7
"976",29,"#boyfriendreview",29
"977",6,"#boyfriendteas",6
"978",42,"#boyfriendvideo",42
"979",5,"#boyleheight",4.26751071846172
"980",26,"#boyzareback",26
"981",5,"#bp",4.26751071846172
"982",5,"#bpl",4.26751071846172
"983",5,"#bracket",4.26751071846172
"984",12,"#bradi",12
"985",10,"#braid",10
"986",43,"#brand",43
"987",7,"#brandbowl",7
"988",6,"#brandchat",6
"989",30,"#braun",30
"990",68,"#brave",68
"991",6,"#bravo",6
"992",6,"#brazil",6
"993",9,"#bread",9
"994",24,"#break",24
"995",29,"#breakfast",29
"996",19,"#breakingbad",19
"997",9,"#breakingdawn",9
"998",24,"#breakingnew",24
"999",7,"#breakoutk",7
"1000",9,"#breastcanc",9
"1001",9,"#breastfeed",9
"1002",7,"#breath",7
"1003",6,"#breitbart",6
"1004",5,"#brentweisberg",4.26751071846172
"1005",5,"#brett",4.26751071846172
"1006",5,"#brevard",4.26751071846172
"1007",5,"#brew",4.26751071846172
"1008",7,"#brewcitystompdown2012",7
"1009",13,"#brewcrew",13
"1010",924,"#brewer",924
"1011",7,"#brewersfantasycamp",7
"1012",6,"#brewerssmi",6
"1013",5,"#brewliev",4.26751071846172
"1014",6,"#brianwesburi",6
"1015",10,"#bricksquad",10
"1016",5,"#bridal",4.26751071846172
"1017",10,"#bride",10
"1018",16,"#bridesmaid",16
"1019",9,"#brilliant",9
"1020",6,"#bring1dtohawaii",6
"1021",55,"#bring1dtoseattl",55
"1022",13,"#bringit",13
"1023",6,"#bringiton",6
"1024",6,"#bro",6
"1025",10,"#broadband",10
"1026",16,"#broadway",16
"1027",6,"#broadwaybar",6
"1028",7,"#broadwaycab",7
"1029",6,"#bromanc",6
"1030",146,"#bronco",146
"1031",5,"#bronx",4.26751071846172
"1032",5,"#brookhaven",4.26751071846172
"1033",26,"#brooklyn",26
"1034",5,"#brotip",4.26751071846172
"1035",5,"#broughtonmemori",4.26751071846172
"1036",7,"#broward",7
"1037",152,"#brown",152
"1038",6,"#brownricecomedi",6
"1039",178,"#bruin",178
"1040",27,"#brunch",27
"1041",7,"#brunomar",7
"1042",5,"#bs",4.26751071846172
"1043",7,"#bsg",7
"1044",5,"#bsocial12",4.26751071846172
"1045",8,"#btr",8
"1046",6,"#bttr",6
"1047",14,"#bu",14
"1048",5,"#bubba",4.26751071846172
"1049",9,"#buc",9
"1050",12,"#buccan",12
"1051",7,"#bucciovertimechalleng",7
"1052",111,"#buck",111
"1053",11,"#bucketlist",11
"1054",37,"#buckey",37
"1055",5,"#buckeyen",4.26751071846172
"1056",6,"#bucki",6
"1057",6,"#bud",6
"1058",14,"#budget",14
"1059",8,"#budlight",8
"1060",5,"#budweis",4.26751071846172
"1061",12,"#buff",12
"1062",31,"#buffalo",31
"1063",9,"#builddaymemori",9
"1064",10,"#buildyourfan",10
"1065",231,"#bull",231
"1066",35,"#bulli",35
"1067",13,"#bullshit",13
"1068",9,"#bullsnat",9
"1069",7,"#bum",7
"1070",7,"#burger",7
"1071",5,"#burgerk",4.26751071846172
"1072",6,"#burgervill",6
"1073",5,"#burgh",4.26751071846172
"1074",5,"#burgmyt",4.26751071846172
"1075",6,"#burlesqu",6
"1076",7,"#burma",7
"1077",7,"#burn",7
"1078",6,"#burningman",6
"1079",5,"#burrito",4.26751071846172
"1080",5,"#bush",4.26751071846172
"1081",100,"#busi",100
"1082",19,"#butler",19
"1083",5,"#buy",4.26751071846172
"1084",7,"#buyloc",7
"1085",5,"#buzzcat",4.26751071846172
"1086",6,"#bv",6
"1087",5,"#bvbchat",4.26751071846172
"1088",7,"#bwela",7
"1089",7,"#bweni",7
"1090",5,"#bwi",4.26751071846172
"1091",9,"#bye",9
"1092",16,"#byu",16
"1093",40,"#c",40
"1094",5,"#c#",4.26751071846172
"1095",9,"#c21gc",9
"1096",15,"#c21nonhuman",15
"1097",19,"#c25k",19
"1098",12,"#c2css12",12
"1099",10,"#c2e2",10
"1100",17,"#c4l12",17
"1101",27,"#ca",27
"1102",11,"#ca52",11
"1103",7,"#caa",7
"1104",8,"#caa2012",8
"1105",12,"#cabernet",12
"1106",10,"#cabininthewood",10
"1107",5,"#cabudget",4.26751071846172
"1108",7,"#cach",7
"1109",8,"#caffein",8
"1110",8,"#cain",8
"1111",22,"#cake",22
"1112",10,"#cakepop",10
"1113",10,"#cali",10
"1114",5,"#californ",4.26751071846172
"1115",34,"#california",34
"1116",6,"#callback",6
"1117",28,"#callmemayb",28
"1118",6,"#cam2012",6
"1119",6,"#camdenyard",6
"1120",6,"#camera",6
"1121",7,"#camp",7
"1122",8,"#campaigntech",8
"1123",5,"#campcharli",4.26751071846172
"1124",10,"#campus",10
"1125",5,"#campuschat",4.26751071846172
"1126",55,"#can",55
"1127",22,"#canada",22
"1128",110,"#cancer",110
"1129",5,"#candi",4.26751071846172
"1130",10,"#cane",10
"1131",39,"#canibehonestwithyou",39
"1132",9,"#cannabi",9
"1133",5,"#cannotwait",4.26751071846172
"1134",6,"#canon",6
"1135",5,"#cant",4.26751071846172
"1136",6,"#cantsleep",6
"1137",47,"#cantwait",47
"1138",39,"#canuck",39
"1139",295,"#cap",295
"1140",30,"#capit",30
"1141",50,"#capricorn",50
"1142",7,"#caprsa",7
"1143",7,"#capsbruin",7
"1144",5,"#captainamerica",4.26751071846172
"1145",26,"#car",26
"1146",21,"#car2go",21
"1147",17,"#cara",17
"1148",25,"#card",25
"1149",5,"#cardcont",4.26751071846172
"1150",84,"#cardin",84
"1151",7,"#cardio",7
"1152",7,"#care",7
"1153",19,"#career",19
"1154",5,"#caregiv",4.26751071846172
"1155",6,"#caribbean",6
"1156",7,"#carlproblem",7
"1157",9,"#carlsononthelaw",9
"1158",9,"#carlyraejepsen",9
"1159",6,"#carmageddon",6
"1160",42,"#carmel",42
"1161",6,"#carrier",6
"1162",5,"#carrieunderwood",4.26751071846172
"1163",5,"#caryhoffman",4.26751071846172
"1164",10,"#casesmc",10
"1165",18,"#caseyanthoni",18
"1166",10,"#cash",10
"1167",15,"#cashback",15
"1168",12,"#cashmob",12
"1169",6,"#casino",6
"1170",22,"#cast",22
"1171",33,"#castl",33
"1172",42,"#cat",42
"1173",20,"#catalog",20
"1174",7,"#catalyst",7
"1175",6,"#catch",6
"1176",10,"#catchingfir",10
"1177",6,"#cater",6
"1178",10,"#cathol",10
"1179",5,"#caus",4.26751071846172
"1180",77,"#cav",77
"1181",6,"#cbc12",6
"1182",18,"#cbj",18
"1183",19,"#cbs",19
"1184",7,"#cbsbigbroth",7
"1185",8,"#cc250",8
"1186",5,"#ccbas",4.26751071846172
"1187",5,"#ccbw",4.26751071846172
"1188",9,"#ccid2012",9
"1189",6,"#ccss",6
"1190",5,"#cctvamerica",4.26751071846172
"1191",5,"#cdc",4.26751071846172
"1192",5,"#cdp21",4.26751071846172
"1193",16,"#celebapprentic",16
"1194",24,"#celebr",24
"1195",29,"#celebrityapprentic",29
"1196",5,"#celebritystyl",4.26751071846172
"1197",5,"#celebritytwitterpassword",4.26751071846172
"1198",258,"#celtic",258
"1199",13,"#celticschat",13
"1200",18,"#cenat",18
"1201",12,"#ceo",12
"1202",6,"#ceraweek",6
"1203",58,"#ces",58
"1204",7,"#ces2012",7
"1205",12,"#cfaleadercast",12
"1206",12,"#cfb",12
"1207",7,"#cfc",7
"1208",13,"#cfo",13
"1209",6,"#cfyoga",6
"1210",6,"#cgbb",6
"1211",6,"#cgxemerg",6
"1212",6,"#chadevans2",6
"1213",5,"#chain",4.26751071846172
"1214",15,"#challeng",15
"1215",7,"#chamber",7
"1216",6,"#champ",6
"1217",12,"#champagn",12
"1218",8,"#champion",8
"1219",5,"#championship",4.26751071846172
"1220",33,"#chang",33
"1221",5,"#channingtatum",4.26751071846172
"1222",5,"#charact",4.26751071846172
"1223",7,"#chardon",7
"1224",9,"#chardonnay",9
"1225",45,"#charger",45
"1226",34,"#chariti",34
"1227",13,"#charitytuesday",13
"1228",5,"#charlesbarkley",4.26751071846172
"1229",32,"#charlott",32
"1230",10,"#chartership",10
"1231",16,"#chase",16
"1232",12,"#chasingthesun",12
"1233",6,"#chat2lrn",6
"1234",5,"#cheaa",4.26751071846172
"1235",5,"#cheap",4.26751071846172
"1236",7,"#cheater",7
"1237",14,"#check",14
"1238",40,"#cheer",40
"1239",7,"#cheerupaustin",7
"1240",16,"#chees",16
"1241",8,"#cheesecak",8
"1242",5,"#cheesehead",4.26751071846172
"1243",5,"#chef",4.26751071846172
"1244",34,"#chelsea",34
"1245",8,"#chelseafc",8
"1246",9,"#chemistri",9
"1247",6,"#chen",6
"1248",5,"#chenguangcheng",4.26751071846172
"1249",7,"#cherryblossom",7
"1250",15,"#chess",15
"1251",13,"#chevi",13
"1252",7,"#chevygametim",7
"1253",10,"#chevygirl",10
"1254",12,"#chi",12
"1255",12,"#chi2012",12
"1256",11,"#chia",11
"1257",341,"#chicago",341
"1258",5,"#chicagobear",4.26751071846172
"1259",8,"#chicagobul",8
"1260",5,"#chicagosoupcompani",4.26751071846172
"1261",14,"#chichat",14
"1262",11,"#chicken",11
"1263",18,"#chicultural2012",18
"1264",6,"#chid480f",6
"1265",58,"#chief",58
"1266",8,"#child",8
"1267",9,"#childabus",9
"1268",13,"#childhoodmemori",13
"1269",5,"#childishgambino",4.26751071846172
"1270",39,"#children",39
"1271",5,"#childsexualabus",4.26751071846172
"1272",6,"#chile",6
"1273",5,"#chili",4.26751071846172
"1274",32,"#chill",32
"1275",5,"#chimpanze",4.26751071846172
"1276",25,"#china",25
"1277",14,"#chines",14
"1278",17,"#chipotl",17
"1279",22,"#chiropract",22
"1280",5,"#chitown",4.26751071846172
"1281",5,"#chlamydia",4.26751071846172
"1282",32,"#chocol",32
"1283",10,"#chocotweetup",10
"1284",18,"#chop",18
"1285",12,"#chrisbrown",12
"1286",8,"#chrisdavi",8
"1287",12,"#christ",12
"1288",5,"#christi",4.26751071846172
"1289",14,"#christian",14
"1290",84,"#christma",84
"1291",14,"#chrome",14
"1292",9,"#chronicl",9
"1293",6,"#chrysler",6
"1294",12,"#chuck",12
"1295",34,"#chucknorri",34
"1296",24,"#chulavista",24
"1297",19,"#church",19
"1298",8,"#churchcloth",8
"1299",17,"#churchil",17
"1300",9,"#churchplant",9
"1301",5,"#cicdh",4.26751071846172
"1302",6,"#ciclavia",6
"1303",5,"#ciff",4.26751071846172
"1304",16,"#cil11",16
"1305",9,"#cil2010",9
"1306",32,"#cildc",32
"1307",7,"#cinci",7
"1308",42,"#cincinnati",42
"1309",5,"#cinco",4.26751071846172
"1310",102,"#cincodemayo",102
"1311",5,"#cinematographi",4.26751071846172
"1312",5,"#cinnamon",4.26751071846172
"1313",20,"#cio",20
"1314",6,"#cisco",6
"1315",7,"#cispa",7
"1316",12,"#citi",12
"1317",7,"#citizendiplomaci",7
"1318",20,"#civil",20
"1319",5,"#civilright",4.26751071846172
"1320",37,"#civilunion",37
"1321",57,"#civilwar",57
"1322",11,"#ck",11
"1323",5,"#cla2012",4.26751071846172
"1324",15,"#class",15
"1325",5,"#classact",4.26751071846172
"1326",11,"#classi",11
"1327",45,"#classic",45
"1328",9,"#classof2012",9
"1329",7,"#clbrt2012",7
"1330",37,"#cle",37
"1331",10,"#clean",10
"1332",9,"#cleanweb",9
"1333",26,"#clear",26
"1334",7,"#clearchannel",7
"1335",10,"#clearedjobfair",10
"1336",9,"#clearwat",9
"1337",6,"#clearwir",6
"1338",6,"#clemen",6
"1339",12,"#clemson",12
"1340",82,"#cleveland",82
"1341",5,"#clevelandpark",4.26751071846172
"1342",9,"#client",9
"1343",5,"#climat",4.26751071846172
"1344",5,"#climatechang",4.26751071846172
"1345",6,"#clintonvill",6
"1346",5,"#clip",4.26751071846172
"1347",159,"#clipper",159
"1348",13,"#clippern",13
"1349",10,"#closetsunday",10
"1350",9,"#cloth",9
"1351",64,"#cloud",64
"1352",5,"#cloudcomput",4.26751071846172
"1353",6,"#cloudexpo",6
"1354",8,"#cloudfairseattl",8
"1355",6,"#cloudforc",6
"1356",17,"#clt",17
"1357",7,"#club",7
"1358",8,"#clubipad2",8
"1359",7,"#clubps3",7
"1360",12,"#clutch",12
"1361",9,"#cma",9
"1362",6,"#cmchat",6
"1363",6,"#cmgrchat",6
"1364",14,"#cmlbookchat",14
"1365",5,"#cmonman",4.26751071846172
"1366",5,"#cmt",4.26751071846172
"1367",5,"#cmtrain",4.26751071846172
"1368",5,"#cnbc",4.26751071846172
"1369",5,"#cnbcdebat",4.26751071846172
"1370",67,"#cnn",67
"1371",58,"#cnndebat",58
"1372",22,"#cnndialogu",22
"1373",6,"#cnnnye",6
"1374",25,"#coach",25
"1375",62,"#coachella",62
"1376",22,"#coachellal",22
"1377",15,"#coasset",15
"1378",7,"#coat",7
"1379",30,"#cocktail",30
"1380",19,"#cod",19
"1381",7,"#codcon12",7
"1382",6,"#code",6
"1383",8,"#codeforoakland",8
"1384",7,"#codeyear",7
"1385",20,"#codi",20
"1386",8,"#codyalliustream",8
"1387",23,"#codyjakeustream",23
"1388",89,"#coffe",89
"1389",12,"#cofla",12
"1390",6,"#coke",6
"1391",9,"#colbert",9
"1392",7,"#cold",7
"1393",7,"#coldplay",7
"1394",8,"#coldplayonidol",8
"1395",27,"#coleg",27
"1396",14,"#colehart",14
"1397",8,"#coleworld",8
"1398",13,"#collabor",13
"1399",36,"#collaborativelaw",36
"1400",5,"#collectiondevelop",4.26751071846172
"1401",60,"#colleg",60
"1402",5,"#collegebasebal",4.26751071846172
"1403",5,"#collegefootbal",4.26751071846172
"1404",7,"#colombia",7
"1405",9,"#color",9
"1406",45,"#colorado",45
"1407",11,"#coloradospr",11
"1408",77,"#colt",77
"1409",5,"#coltsdocsvip",4.26751071846172
"1410",6,"#columbia",6
"1411",24,"#columbus",24
"1412",24,"#comcast",24
"1413",17,"#come",17
"1414",5,"#comeback",4.26751071846172
"1415",20,"#comedi",20
"1416",7,"#comedyaward",7
"1417",7,"#comeon",7
"1418",11,"#comeouttoplay",11
"1419",8,"#comic",8
"1420",13,"#comiccon",13
"1421",5,"#cominaday",4.26751071846172
"1422",14,"#comm_colleg",14
"1423",8,"#commenc",8
"1424",25,"#commerci",25
"1425",11,"#commercialfre",11
"1426",7,"#commoncor",7
"1427",5,"#commonsens",4.26751071846172
"1428",6,"#commontattoo",6
"1429",113,"#commun",113
"1430",8,"#communityact",8
"1431",5,"#communitycolleg",4.26751071846172
"1432",10,"#compani",10
"1433",6,"#compass",6
"1434",11,"#compcloud",11
"1435",5,"#compromis",4.26751071846172
"1436",9,"#comput",9
"1437",10,"#conan",10
"1438",19,"#concert",19
"1439",6,"#concertsonthecurv",6
"1440",6,"#concertwishlist",6
"1441",6,"#concuss",6
"1442",5,"#condom",4.26751071846172
"1443",10,"#confab12",10
"1444",15,"#confer",15
"1445",50,"#confess",50
"1446",6,"#confessionhour",6
"1447",44,"#confessionnight",44
"1448",24,"#confessiontim",24
"1449",11,"#confid",11
"1450",23,"#confus",23
"1451",26,"#congrat",26
"1452",11,"#congratul",11
"1453",33,"#congress",33
"1454",7,"#connect",7
"1455",5,"#connecticut",4.26751071846172
"1456",9,"#conserv",9
"1457",6,"#constitut",6
"1458",8,"#construct",8
"1459",9,"#consult",9
"1460",5,"#consum",4.26751071846172
"1461",9,"#contagion",9
"1462",8,"#content",8
"1463",22,"#contest",22
"1464",6,"#continent",6
"1465",8,"#contracept",8
"1466",6,"#control",6
"1467",14,"#cook",14
"1468",11,"#cooki",11
"1469",6,"#cookingtip",6
"1470",23,"#cool",23
"1471",5,"#coolhaus",4.26751071846172
"1472",7,"#cop",7
"1473",19,"#copyright",19
"1474",9,"#corefus",9
"1475",10,"#corona",10
"1476",15,"#corpor",15
"1477",6,"#corporategre",6
"1478",26,"#cosign",26
"1479",16,"#costco",16
"1480",9,"#cotto",9
"1481",5,"#cougar",4.26751071846172
"1482",12,"#cougartown",12
"1483",6,"#councildistrictsmap",6
"1484",13,"#countdown",13
"1485",10,"#countrymus",10
"1486",14,"#coupon",14
"1487",7,"#courtreport",7
"1488",30,"#coverttu",30
"1489",53,"#cowboy",53
"1490",6,"#cowboysthursday",6
"1491",25,"#cowork",25
"1492",5,"#cox",4.26751071846172
"1493",7,"#coxcabl",7
"1494",6,"#coy",6
"1495",53,"#coyot",53
"1496",6,"#cp3",6
"1497",12,"#cpac",12
"1498",5,"#cpchat",4.26751071846172
"1499",10,"#cpd2012",10
"1500",9,"#cq5",9
"1501",5,"#crackingthecod",4.26751071846172
"1502",7,"#craft",7
"1503",55,"#craftbeer",55
"1504",6,"#craigslist",6
"1505",5,"#crap",4.26751071846172
"1506",5,"#cray",4.26751071846172
"1507",35,"#crazi",35
"1508",6,"#crazybil",6
"1509",36,"#cre",36
"1510",9,"#creat",9
"1511",38,"#creativ",38
"1512",13,"#creativecloud",13
"1513",8,"#credit",8
"1514",7,"#creep",7
"1515",11,"#creepi",11
"1516",5,"#crew",4.26751071846172
"1517",31,"#crew96",31
"1518",8,"#crewlov",8
"1519",7,"#cri",7
"1520",7,"#cricket",7
"1521",21,"#criminalmind",21
"1522",16,"#crm",16
"1523",8,"#crosbi",8
"1524",44,"#crossfit",44
"1525",20,"#crowdfund",20
"1526",10,"#crowdsourc",10
"1527",11,"#cruis",11
"1528",5,"#crunchi",4.26751071846172
"1529",5,"#crush",4.26751071846172
"1530",14,"#cs6",14
"1531",9,"#csa12",9
"1532",10,"#cspan",10
"1533",6,"#css",6
"1534",6,"#cst",6
"1535",5,"#cstheday",4.26751071846172
"1536",5,"#cstweetup",4.26751071846172
"1537",10,"#csu",10
"1538",9,"#ct2011",9
"1539",15,"#cta",15
"1540",15,"#ctia",15
"1541",12,"#ctiaw12",12
"1542",5,"#ctl",4.26751071846172
"1543",5,"#cu420",4.26751071846172
"1544",13,"#cua",13
"1545",8,"#cuaef",8
"1546",184,"#cub",184
"1547",12,"#cuba",12
"1548",5,"#cuban",4.26751071846172
"1549",7,"#cubbi",7
"1550",13,"#cubuff",13
"1551",15,"#cultur",15
"1552",10,"#culturalmuseum",10
"1553",6,"#cuni",6
"1554",5,"#cunydhi",4.26751071846172
"1555",15,"#cupcak",15
"1556",5,"#curat",4.26751071846172
"1557",10,"#curenet",10
"1558",18,"#curfew",18
"1559",5,"#current",4.26751071846172
"1560",45,"#cuse",45
"1561",11,"#custom",11
"1562",16,"#customerservic",16
"1563",17,"#custserv",17
"1564",13,"#cute",13
"1565",10,"#cuts4acaus",10
"1566",16,"#cv",16
"1567",7,"#cvcouncil",7
"1568",16,"#cvill",16
"1569",26,"#cwcon",26
"1570",7,"#cwebodymedia",7
"1571",6,"#cws",6
"1572",8,"#cxo",8
"1573",5,"#cyberbulli",4.26751071846172
"1574",29,"#cybermonday",29
"1575",7,"#cybersecur",7
"1576",13,"#cycl",13
"1577",6,"#cysticfibrosi",6
"1578",7,"#cysummit",7
"1579",23,"#d",23
"1580",6,"#d2l11",6
"1581",10,"#d3",10
"1582",18,"#dabear",18
"1583",6,"#dabul",6
"1584",11,"#dad",11
"1585",6,"#daddi",6
"1586",6,"#dadt",6
"1587",16,"#dailyfeedback",16
"1588",16,"#dailyquot",16
"1589",12,"#dailyrebellion",12
"1590",14,"#dalailama",14
"1591",74,"#dalla",74
"1592",11,"#dallascowboy",11
"1593",29,"#damn",29
"1594",37,"#danc",37
"1595",8,"#danceagain",8
"1596",17,"#dancemom",17
"1597",11,"#dancemomsmiami",11
"1598",6,"#dancingwiththestar",6
"1599",6,"#dang",6
"1600",7,"#danger",7
"1601",5,"#dare",4.26751071846172
"1602",29,"#dareproject",29
"1603",6,"#dark",6
"1604",28,"#darkshadow",28
"1605",27,"#daser",27
"1606",23,"#data",23
"1607",5,"#datacit",4.26751071846172
"1608",8,"#dataviz",8
"1609",12,"#date",12
"1610",7,"#datelin",7
"1611",6,"#datenight",6
"1612",7,"#datpiff",7
"1613",6,"#daughter",6
"1614",7,"#davi",7
"1615",5,"#davidstern",4.26751071846172
"1616",5,"#davincivirtu",4.26751071846172
"1617",30,"#day",30
"1618",10,"#day2",10
"1619",12,"#dayofdh",12
"1620",24,"#daytona500",24
"1621",21,"#dback",21
"1622",12,"#dbc2012",12
"1623",5,"#dbhh",4.26751071846172
"1624",7,"#dboy",7
"1625",11,"#dbualum",11
"1626",254,"#dc",254
"1627",5,"#dcaddi",4.26751071846172
"1628",28,"#dcdrinkup",28
"1629",9,"#dcswa",9
"1630",24,"#dctech",24
"1631",11,"#dctheatr",11
"1632",12,"#dcu",12
"1633",10,"#dcweek",10
"1634",38,"#dead",38
"1635",8,"#deadliestcatch",8
"1636",5,"#deadlytermsusedbyawomen",4.26751071846172
"1637",43,"#deal",43
"1638",6,"#dear14yroldself",6
"1639",5,"#dearmonday",4.26751071846172
"1640",6,"#dearmyrtl",6
"1641",6,"#dearoomf",6
"1642",8,"#deartaylorswift",8
"1643",7,"#dearyoungself",7
"1644",5,"#deathpenalti",4.26751071846172
"1645",6,"#debat",6
"1646",16,"#debt",16
"1647",8,"#decalda",8
"1648",6,"#decis",6
"1649",5,"#decod",4.26751071846172
"1650",22,"#dedic",22
"1651",5,"#deep",4.26751071846172
"1652",6,"#deepestsongsofalltim",6
"1653",14,"#deepthought",14
"1654",5,"#defendingchildhood",4.26751071846172
"1655",16,"#defens",16
"1656",7,"#deficit",7
"1657",8,"#degrassi",8
"1658",5,"#delawar",4.26751071846172
"1659",22,"#delici",22
"1660",20,"#dell",20
"1661",7,"#dellworld",7
"1662",18,"#delta",18
"1663",10,"#dem",10
"1664",7,"#demilivechatwithacuvu",7
"1665",9,"#democraci",9
"1666",12,"#democrat",12
"1667",5,"#demonicderek",4.26751071846172
"1668",145,"#denver",145
"1669",5,"#denverleadership",4.26751071846172
"1670",16,"#depaul",16
"1671",15,"#depress",15
"1672",25,"#derbi",25
"1673",36,"#describeurexusingonlymovietitl",36
"1674",7,"#describeyoursexlifewithamovietitl",7
"1675",72,"#design",72
"1676",17,"#designbizchat",17
"1677",11,"#designdistrict",11
"1678",9,"#desirethursday",9
"1679",7,"#desper",7
"1680",48,"#desperatehousew",48
"1681",9,"#dessert",9
"1682",7,"#detail",7
"1683",5,"#detent",4.26751071846172
"1684",11,"#determin",11
"1685",5,"#detox",4.26751071846172
"1686",118,"#detroit",118
"1687",5,"#detroitlion",4.26751071846172
"1688",9,"#detropia",9
"1689",8,"#dev",8
"1690",6,"#deve",6
"1691",23,"#develop",23
"1692",5,"#devignit",4.26751071846172
"1693",52,"#devil",52
"1694",28,"#devlearn",28
"1695",30,"#dexter",30
